Invoice_No.,InvoiceDate,DueDate,Description,Unit_price,Quantity,Tax ,Total,Date,Time,Payment,Mobile_no
1777289135,5/24/2013,6/23/2013,Electronic accessories,22.01,6,6.603,138.663,1/2/2019,18:50,Cash,65988187444
1779886998,11/25/2012,12/25/2012,Food and beverages,63.61,5,15.9025,333.9525,3/16/2019,12:43,Ewallet,66983712262
1784835874,10/14/2012,11/13/2012,Health and beauty,25,1,1.25,26.25,3/3/2019,15:09,Ewallet,65985075738
1789438475,1/7/2012,2/6/2012,Electronic accessories,20.77,4,4.154,87.234,1/31/2019,13:47,Cash,65973084646
1796958572,3/22/2012,4/21/2012,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,65979506768
1801620782,8/14/2013,9/13/2013,Food and beverages,77.4,9,34.83,731.43,2/15/2019,14:15,Credit card,66998814950
1826457023,11/9/2013,12/9/2013,Electronic accessories,79.39,10,39.695,833.595,2/7/2019,20:24,Cash,65995658984
1826544220,7/15/2012,8/14/2012,Electronic accessories,46.57,10,23.285,488.985,1/27/2019,13:58,Cash,65987843782
1829655163,11/9/2013,12/9/2013,Food and beverages,35.89,1,1.7945,37.6845,2/23/2019,16:52,Credit card,65989542734
1838230354,4/10/2012,5/10/2012,Food and beverages,40.52,5,10.13,212.73,2/3/2019,15:19,Cash,65997529326
1839518389,2/24/2012,3/25/2012,Food and beverages,73.05,10,36.525,767.025,3/3/2019,12:25,Credit card,65979378962
1839830620,11/13/2013,12/13/2013,Sports and travel,73.95,4,14.79,310.59,2/3/2019,10:02,Cash,65983945298
1841814103,5/1/2012,5/31/2012,Food and beverages,22.62,1,1.131,23.751,3/17/2019,18:58,Cash,65967732185
1841884225,11/8/2013,12/8/2013,Food and beverages,51.34,5,12.835,269.535,3/28/2019,15:31,Credit card,65979488737
1842693179,5/25/2012,6/24/2012,Sports and travel,54.55,10,27.275,572.775,3/2/2019,11:22,Credit card,65999534568
1850105221,6/17/2012,7/17/2012,Health and beauty,37.15,7,13.0025,273.0525,2/8/2019,13:12,Credit card,65997315464
1851875591,6/4/2012,7/4/2012,Sports and travel,37.02,6,11.106,233.226,3/22/2019,18:33,Cash,65968714287
1853598981,9/12/2012,10/12/2012,Food and beverages,21.58,1,1.079,22.659,2/9/2019,10:02,Ewallet,65980550546
1853646712,11/8/2013,12/8/2013,Electronic accessories,98.84,1,4.942,103.782,2/15/2019,11:21,Cash,65987785745
1854369389,7/17/2012,8/16/2012,Home and lifestyle,83.77,6,25.131,527.751,1/23/2019,12:10,Ewallet,65992321178
1854927312,11/16/2013,12/16/2013,Sports and travel,40.05,4,8.01,168.21,1/25/2019,11:40,Cash,65998198078
1857536288,6/9/2012,7/9/2012,Fashion accessories,43.13,10,21.565,452.865,2/2/2019,18:31,Credit card,65979665462
1858692476,6/5/2013,7/5/2013,Health and beauty,72.57,8,29.028,609.588,3/30/2019,17:58,Cash,65980144732
1863257564,7/1/2012,7/31/2012,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,91999188861
1867249429,11/15/2013,12/15/2013,Health and beauty,65.18,3,9.777,205.317,2/25/2019,20:35,Credit card,91986022115
1879423925,4/29/2012,5/29/2012,Sports and travel,33.26,5,8.315,174.615,3/18/2019,16:10,Credit card,91985457831
1887027624,8/20/2012,9/19/2012,Electronic accessories,84.07,4,16.814,353.094,3/7/2019,16:54,Ewallet,91997782187
1889308921,12/2/2012,1/1/2013,Sports and travel,34.37,10,17.185,360.885,3/16/2019,10:11,Ewallet,91989445282
1890815777,8/18/2013,9/17/2013,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,91979082504
1893700854,6/22/2013,7/22/2013,Food and beverages,65.97,8,26.388,554.148,2/2/2019,20:29,Cash,91983031578
1898422054,5/7/2013,6/6/2013,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,91992766791
1899442732,2/11/2012,3/12/2012,Sports and travel,37.14,5,9.285,194.985,1/8/2019,13:05,Ewallet,91995389366
1900323621,4/11/2013,5/11/2013,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,16:19,Cash,91989551510
1901766579,1/25/2012,2/24/2012,Sports and travel,36.98,10,18.49,388.29,1/1/2019,19:48,Credit card,91975899437
1903828465,5/31/2013,6/30/2013,Sports and travel,49.49,4,9.898,207.858,3/21/2019,15:25,Ewallet,91982272247
1905229160,7/26/2012,8/25/2012,Fashion accessories,41.09,10,20.545,431.445,2/28/2019,14:42,Cash,91987585636
1907393570,9/22/2013,10/22/2013,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,91997717005
1913883700,6/12/2013,7/12/2013,Home and lifestyle,22.96,1,1.148,24.108,1/30/2019,20:47,Cash,91991875385
1920990033,1/20/2012,2/19/2012,Home and lifestyle,77.68,9,34.956,734.076,2/4/2019,13:21,Ewallet,91991886816
1927022550,10/14/2012,11/13/2012,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,19:48,Ewallet,91987969616
1929017575,1/13/2012,2/12/2012,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,91991597176
1933976534,5/19/2013,6/18/2013,Health and beauty,25.32,8,10.128,212.688,3/5/2019,20:24,Ewallet,91983810311
1950762665,7/28/2012,8/27/2012,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,13:44,Credit card,91984376183
1951887650,9/21/2013,10/21/2013,Fashion accessories,99.89,2,9.989,209.769,2/26/2019,11:48,Ewallet,91987453762
1953579202,8/21/2012,9/20/2012,Sports and travel,75.92,8,30.368,637.728,3/20/2019,14:14,Cash,91985859762
1953588118,12/3/2012,1/2/2013,Electronic accessories,63.22,2,6.322,132.762,1/1/2019,15:51,Cash,91976206504
1965699392,4/29/2013,5/29/2013,Food and beverages,90.24,6,27.072,568.512,1/27/2019,11:17,Cash,91994907510
1976510492,5/8/2012,6/7/2012,Sports and travel,98.13,1,4.9065,103.0365,1/21/2019,17:36,Cash,91987731153
1976759712,7/26/2012,8/25/2012,Sports and travel,51.52,8,20.608,432.768,2/2/2019,15:47,Cash,91975553584
1985925745,9/12/2012,10/12/2012,Sports and travel,73.97,1,3.6985,77.6685,2/3/2019,15:53,Credit card,91987476347
1992091788,1/26/2013,2/25/2013,Fashion accessories,31.9,1,1.595,33.495,1/5/2019,12:40,Ewallet,91984114232
1995851356,4/13/2012,5/13/2012,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,19:48,Ewallet,91981635113
2008743660,12/13/2012,1/12/2013,Sports and travel,93.31,2,9.331,195.951,3/25/2019,17:53,Cash,91989025763
2014191611,5/17/2013,6/16/2013,Sports and travel,88.45,1,4.4225,92.8725,2/25/2019,16:36,Credit card,91988336148
2015068982,8/30/2012,9/29/2012,Electronic accessories,24.18,8,9.672,203.112,1/28/2019,20:54,Ewallet,83981963957
2017481337,9/5/2013,10/5/2013,Sports and travel,48.5,3,7.275,152.775,1/8/2019,12:50,Cash,83986113456
2017486994,7/17/2012,8/16/2012,Food and beverages,84.05,6,25.215,529.515,1/29/2019,10:48,Credit card,83995576281
2024965903,10/4/2013,11/3/2013,Health and beauty,61.29,5,15.3225,321.7725,3/29/2019,14:28,Cash,83976509272
2025587663,10/17/2013,11/16/2013,Home and lifestyle,15.95,6,4.785,100.485,2/9/2019,17:15,Credit card,83980342876
2035503608,8/29/2012,9/28/2012,Sports and travel,90.74,7,31.759,666.939,1/16/2019,18:03,Credit card,83967883414
2050809961,10/25/2013,11/24/2013,Home and lifestyle,42.91,5,10.7275,225.2775,1/5/2019,17:29,Ewallet,83993575765
2054631411,6/12/2012,7/12/2012,Fashion accessories,54.28,7,18.998,398.958,1/27/2019,18:05,Ewallet,83971322467
2073423085,4/2/2012,5/2/2012,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,83997136158
2073573910,7/30/2012,8/29/2012,Sports and travel,58.39,7,20.4365,429.1665,2/23/2019,19:49,Credit card,83981082288
2079450535,1/17/2013,2/16/2013,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,83981367317
2079957616,12/23/2012,1/22/2013,Health and beauty,54.86,5,13.715,288.015,3/29/2019,16:48,Ewallet,83989531287
2086131876,3/15/2013,4/14/2013,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/2019,20:46,Credit card,83972476543
2088115416,5/29/2012,6/28/2012,Home and lifestyle,34.73,2,3.473,72.933,3/1/2019,18:14,Ewallet,83980166242
2091543308,4/18/2013,5/18/2013,Sports and travel,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,83995853206
2094625650,3/21/2013,4/20/2013,Electronic accessories,45.71,3,6.8565,143.9865,3/26/2019,10:34,Credit card,83992771841
2099442850,11/25/2012,12/25/2012,Home and lifestyle,83.17,6,24.951,523.971,3/20/2019,11:23,Cash,83979477345
2102092958,8/6/2012,9/5/2012,Home and lifestyle,37.44,6,11.232,235.872,2/6/2019,13:55,Credit card,83998106726
2110258079,1/25/2012,2/24/2012,Health and beauty,62.87,2,6.287,132.027,1/1/2019,11:43,Cash,83969482085
2118879684,9/6/2013,10/6/2013,Food and beverages,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,83972325053
2121660618,1/25/2013,2/24/2013,Sports and travel,91.41,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,83981947931
2123675598,4/23/2013,5/23/2013,Fashion accessories,39.21,4,7.842,164.682,1/16/2019,20:03,Credit card,83982445364
2123935700,5/29/2012,6/28/2012,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,83981712718
2125307184,8/11/2013,9/10/2013,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28,Credit card,83969321865
2127219922,5/19/2012,6/18/2012,Sports and travel,98.09,9,44.1405,926.9505,2/17/2019,19:41,Cash,83997514577
2129779702,11/18/2013,12/18/2013,Health and beauty,25.43,6,7.629,160.209,2/12/2019,19:01,Ewallet,83979556587
2131645470,8/9/2013,9/8/2013,Fashion accessories,86.68,8,34.672,728.112,1/24/2019,18:04,Credit card,83976585435
2135320728,9/25/2013,10/25/2013,Electronic accessories,22.95,10,11.475,240.975,2/6/2019,19:20,Ewallet,83972325053
2135406196,1/3/2013,2/2/2013,Food and beverages,16.31,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,83969871877
2137157897,7/21/2013,8/20/2013,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28,Ewallet,83980948556
2146884004,11/5/2013,12/5/2013,Home and lifestyle,16.67,7,5.8345,122.5245,2/7/2019,11:36,Ewallet,83982284033
2148266465,5/7/2013,6/6/2013,Fashion accessories,73.96,1,3.698,77.658,1/5/2019,11:32,Credit card,83993512751
2158841878,8/10/2013,9/9/2013,Home and lifestyle,97.94,1,4.897,102.837,3/7/2019,11:44,Ewallet,83988734044
2161519126,8/21/2013,9/20/2013,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,83972325053
2161660036,6/17/2012,7/17/2012,Food and beverages,87.48,6,26.244,551.124,2/1/2019,18:43,Ewallet,83992634834
2163218884,9/23/2013,10/23/2013,Home and lifestyle,30.68,3,4.602,96.642,1/22/2019,11:00,Ewallet,81969454467
2168210949,9/3/2012,10/3/2012,Health and beauty,75.88,1,3.794,79.674,1/3/2019,10:30,Credit card,81972235419
2186599382,3/24/2012,4/23/2012,Sports and travel,20.18,4,4.036,84.756,2/13/2019,12:14,Credit card,81994379084
2189582262,12/2/2013,1/1/2014,Electronic accessories,18.77,6,5.631,118.251,1/28/2019,16:43,Credit card,81984375677
2195380883,1/6/2012,2/5/2012,Food and beverages,71.2,1,3.56,74.76,1/5/2019,20:40,Credit card,81973583346
2197465105,10/29/2013,11/28/2013,Home and lifestyle,38.81,4,7.762,163.002,3/19/2019,13:40,Ewallet,81988650325
2197485330,10/19/2012,11/18/2012,Fashion accessories,29.42,10,14.71,308.91,1/12/2019,16:23,Ewallet,81987946756
2205310400,2/6/2012,3/7/2012,Sports and travel,60.95,9,27.4275,575.9775,1/7/2019,12:08,Credit card,81985693388
2207769609,5/7/2013,6/6/2013,Sports and travel,51.54,5,12.885,270.585,1/26/2019,17:45,Cash,81969285424
2212611817,3/9/2013,4/8/2013,Electronic accessories,66.06,6,19.818,416.178,1/23/2019,10:28,Cash,81996482368
2219394095,7/10/2012,8/9/2012,Fashion accessories,57.27,3,8.5905,180.4005,2/9/2019,20:31,Ewallet,81984244241
2222502782,4/18/2013,5/18/2013,Fashion accessories,54.31,9,24.4395,513.2295,2/22/2019,10:49,Cash,81967789710
2225581009,1/2/2013,2/1/2013,Health and beauty,58.24,9,26.208,550.368,2/5/2019,12:34,Cash,81998222372
2238411112,11/30/2013,12/30/2013,Electronic accessories,22.21,6,6.663,139.923,3/7/2019,10:23,Credit card,81995741444
2238525299,10/5/2013,11/4/2013,Electronic accessories,19.32,7,6.762,142.002,3/25/2019,18:51,Cash,81980268570
2245157627,1/12/2013,2/11/2013,Home and lifestyle,37.48,3,5.622,118.062,1/20/2019,13:45,Credit card,81967731062
2246279597,3/30/2013,4/29/2013,Fashion accessories,72.04,2,7.204,151.284,2/4/2019,19:38,Cash,81995762419
2250514490,1/31/2013,3/2/2013,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,20:23,Ewallet,81971452897
2253964269,10/9/2013,11/8/2013,Food and beverages,41.66,6,12.498,262.458,1/2/2019,15:24,Ewallet,81980699342
2254159769,3/7/2012,4/6/2012,Home and lifestyle,72.42,3,10.863,228.123,3/29/2019,16:54,Ewallet,81991255531
2254968962,11/10/2012,12/10/2012,Electronic accessories,21.58,9,9.711,203.931,3/14/2019,12:32,Cash,81979087683
2257886659,5/6/2013,6/5/2013,Food and beverages,89.2,10,44.6,936.6,2/11/2019,15:42,Credit card,81993141306
2262995436,4/17/2013,5/17/2013,Electronic accessories,42.42,8,16.968,356.328,1/30/2019,13:58,Ewallet,81979039260
2265242643,10/31/2012,11/30/2012,Electronic accessories,74.51,6,22.353,469.413,3/20/2019,15:08,Ewallet,81998127673
2267584907,12/1/2013,12/31/2013,Fashion accessories,99.25,2,9.925,208.425,3/20/2019,13:02,Cash,81979039260
2267825101,4/12/2013,5/12/2013,Food and beverages,81.21,10,40.605,852.705,1/17/2019,13:01,Credit card,81981728463
2268924543,5/2/2012,6/1/2012,Sports and travel,49.33,10,24.665,517.965,2/3/2019,16:40,Credit card,81969061227
2279639083,1/8/2013,2/7/2013,Fashion accessories,65.74,9,29.583,621.243,1/1/2019,13:55,Cash,81973789970
2281124725,9/18/2012,10/18/2012,Fashion accessories,79.86,7,27.951,586.971,1/10/2019,10:33,Credit card,81981686204
2290457712,1/2/2013,2/1/2013,Sports and travel,73.98,7,25.893,543.753,3/2/2019,16:42,Ewallet,86998563469
2290647128,5/1/2013,5/31/2013,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,86983026471
2293228619,5/8/2012,6/7/2012,Sports and travel,26.67,10,13.335,280.035,1/29/2019,11:48,Cash,86967547122
2294449843,10/28/2012,11/27/2012,Food and beverages,10.13,7,3.5455,74.4555,3/10/2019,19:35,Ewallet,86993717729
2322349886,9/1/2012,10/1/2012,Food and beverages,72.39,2,7.239,152.019,1/13/2019,19:55,Credit card,86967840354
2328511433,10/20/2013,11/19/2013,Sports and travel,85.91,5,21.4775,451.0275,3/22/2019,14:33,Credit card,86969866057
2329204580,3/2/2013,4/1/2013,Fashion accessories,81.31,7,28.4585,597.6285,3/1/2019,19:49,Ewallet,86986074386
2335256143,4/16/2012,5/16/2012,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43,Cash,86985374441
2338417971,8/21/2013,9/20/2013,Food and beverages,31.77,4,6.354,133.434,1/14/2019,14:43,Ewallet,86988625146
2346925494,5/11/2013,6/10/2013,Health and beauty,64.27,4,12.854,269.934,3/26/2019,13:54,Cash,86994269651
2349505867,7/16/2012,8/15/2012,Health and beauty,69.51,2,6.951,145.971,3/1/2019,12:15,Ewallet,86975503654
2355391609,6/8/2013,7/8/2013,Food and beverages,27.22,3,4.083,85.743,1/7/2019,12:37,Cash,86984698762
2361287480,1/6/2013,2/5/2013,Health and beauty,77.68,4,15.536,326.256,2/1/2019,19:54,Cash,86988157343
2364345783,7/3/2012,8/2/2012,Fashion accessories,92.98,2,9.298,195.258,2/13/2019,15:06,Credit card,86999901012
2367277437,8/13/2012,9/12/2012,Fashion accessories,18.08,4,3.616,75.936,1/14/2019,18:03,Credit card,86979720840
2368072192,3/29/2012,4/28/2012,Sports and travel,63.06,3,9.459,198.639,1/19/2019,15:58,Ewallet,86984006337
2369731348,2/26/2013,3/28/2013,Health and beauty,51.71,4,10.342,217.182,3/9/2019,13:53,Credit card,86987532272
2384851679,10/1/2012,10/31/2012,Food and beverages,52.34,3,7.851,164.871,3/27/2019,14:03,Cash,86979775776
2399454051,12/18/2012,1/17/2013,Sports and travel,43.06,5,10.765,226.065,2/4/2019,16:38,Ewallet,86996553164
2404027687,7/19/2012,8/18/2012,Fashion accessories,59.61,10,29.805,625.905,3/14/2019,11:07,Cash,86993717729
2419712397,2/11/2013,3/13/2013,Health and beauty,14.62,5,3.655,76.755,3/4/2019,12:23,Cash,86996474397
2427601971,1/13/2013,2/12/2013,Health and beauty,46.53,6,13.959,293.139,3/3/2019,10:54,Credit card,86983025991
2428102854,4/2/2012,5/2/2012,Home and lifestyle,24.24,7,8.484,178.164,1/27/2019,17:38,Ewallet,86986668838
2430916585,3/7/2013,4/6/2013,Sports and travel,45.58,1,2.279,47.859,2/7/2019,14:13,Cash,86973938705
2436471559,11/15/2013,12/15/2013,Sports and travel,75.2,3,11.28,236.88,2/5/2019,11:51,Ewallet,86980188437
2440506703,8/24/2013,9/23/2013,Sports and travel,96.8,3,14.52,304.92,3/15/2019,13:05,Cash,86999214272
2441403899,2/27/2013,3/29/2013,Health and beauty,14.82,3,2.223,46.683,3/1/2019,11:30,Credit card,86987887745
2442634583,12/28/2012,1/27/2013,Food and beverages,52.2,3,7.83,164.43,2/15/2019,13:30,Credit card,11992723872
2442844131,4/15/2013,5/15/2013,Sports and travel,46.66,9,20.997,440.937,2/17/2019,19:11,Ewallet,86981143726
2448402169,9/24/2013,10/24/2013,Fashion accessories,36.85,5,9.2125,193.4625,1/26/2019,18:53,Cash,86991126528
2455126326,12/2/2013,1/1/2014,Home and lifestyle,70.32,2,7.032,147.672,3/24/2019,14:22,Ewallet,86995473145
2458578956,3/30/2013,4/29/2013,Electronic accessories,83.08,1,4.154,87.234,1/23/2019,17:16,Ewallet,86997956258
2464264785,11/21/2013,12/21/2013,Fashion accessories,64.99,1,3.2495,68.2395,1/26/2019,10:06,Credit card,86998727506
2467417643,5/3/2013,6/2/2013,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,86968436345
2468958629,11/4/2012,12/4/2012,Sports and travel,54.51,6,16.353,343.413,3/17/2019,13:54,Ewallet,86998727506
2474022495,3/30/2013,4/29/2013,Fashion accessories,51.89,7,18.1615,381.3915,1/8/2019,20:08,Cash,86994844591
2486669145,11/10/2013,12/10/2013,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26,Cash,41985663655
2487012635,2/26/2013,3/28/2013,Fashion accessories,53.65,7,18.7775,394.3275,2/10/2019,12:56,Ewallet,41992526233
2487299552,6/20/2013,7/20/2013,Food and beverages,49.79,4,9.958,209.118,3/28/2019,19:16,Credit card,41973240153
2487366623,5/14/2013,6/13/2013,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20,Ewallet,41980521308
2498731372,5/4/2013,6/3/2013,Food and beverages,57.89,2,5.789,121.569,1/17/2019,10:37,Ewallet,41986349765
2506087360,2/4/2012,3/5/2012,Electronic accessories,28.96,1,1.448,30.408,2/7/2019,10:18,Credit card,41979487565
2511656905,11/19/2013,12/19/2013,Food and beverages,98.97,9,44.5365,935.2665,3/9/2019,11:23,Cash,41985241483
2514985347,9/26/2012,10/26/2012,Fashion accessories,93.22,3,13.983,293.643,1/24/2019,11:45,Cash,41993302208
2515817366,8/14/2013,9/13/2013,Sports and travel,80.93,1,4.0465,84.9765,1/19/2019,16:08,Credit card,41989763443
2527171256,4/22/2013,5/22/2013,Food and beverages,67.45,10,33.725,708.225,2/3/2019,11:25,Ewallet,41986488953
2528333146,8/3/2012,9/2/2012,Sports and travel,38.72,9,17.424,365.904,3/20/2019,12:24,Ewallet,41988415491
2528705556,4/2/2013,5/2/2013,Sports and travel,72.6,6,21.78,457.38,1/13/2019,19:51,Cash,41967203668
2529299296,10/31/2013,11/30/2013,Electronic accessories,87.91,5,21.9775,461.5275,3/14/2019,18:10,Ewallet,41986582211
2529818478,4/8/2013,5/8/2013,Food and beverages,98.53,6,29.559,620.739,1/23/2019,11:22,Credit card,41997223543
2536946008,4/8/2013,5/8/2013,Fashion accessories,43.46,6,13.038,273.798,2/7/2019,17:55,Ewallet,41980323318
2538593943,1/19/2013,2/18/2013,Food and beverages,71.68,3,10.752,225.792,3/28/2019,15:30,Credit card,41983344747
2548747107,11/7/2012,12/7/2012,Food and beverages,91.61,1,4.5805,96.1905,3/20/2019,19:44,Cash,41983321720
2549781436,7/24/2013,8/23/2013,Home and lifestyle,94.59,7,33.1065,695.2365,1/17/2019,15:27,Credit card,41969145248
2556169247,2/26/2013,3/28/2013,Fashion accessories,83.25,10,41.625,874.125,1/12/2019,11:25,Credit card,41982489205
2561298121,1/1/2013,1/31/2013,Fashion accessories,91.35,1,4.5675,95.9175,2/16/2019,15:42,Cash,41971436493
2567314578,4/14/2013,5/14/2013,Food and beverages,78.88,2,7.888,165.648,1/26/2019,16:04,Cash,41997412382
2570203308,5/28/2012,6/27/2012,Sports and travel,60.87,2,6.087,127.827,3/9/2019,12:37,Ewallet,41998684353
2571390571,6/24/2013,7/24/2013,Health and beauty,82.58,10,41.29,867.09,3/14/2019,14:41,Cash,41997181774
2585470999,3/17/2012,4/16/2012,Home and lifestyle,53.3,3,7.995,167.895,1/25/2019,14:19,Ewallet,41982140648
2592238538,5/27/2012,6/26/2012,Fashion accessories,12.09,1,0.6045,12.6945,1/26/2019,18:19,Credit card,41998748938
2597867711,1/19/2013,2/18/2013,Sports and travel,64.19,10,32.095,673.995,1/19/2019,14:08,Credit card,41981891516
2601239901,8/29/2012,9/28/2012,Electronic accessories,78.31,3,11.7465,246.6765,3/5/2019,16:38,Ewallet,41986435843
2603539730,2/25/2012,3/26/2012,Food and beverages,83.77,2,8.377,175.917,1/15/2019,10:54,Credit card,41974735767
2606687623,7/27/2012,8/26/2012,Home and lifestyle,99.7,3,14.955,314.055,3/18/2019,11:29,Ewallet,41992184623
2613739780,3/17/2013,4/16/2013,Food and beverages,79.91,3,11.9865,251.7165,3/20/2019,19:28,Credit card,41989501653
2620239474,11/12/2012,12/12/2012,Health and beauty,66.47,10,33.235,697.935,1/15/2019,15:01,Credit card,41989437337
2624507671,9/19/2013,10/19/2013,Health and beauty,28.95,7,10.1325,212.7825,3/3/2019,20:31,Credit card,41983570548
2631512798,4/16/2013,5/16/2013,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16,Cash,41968589069
2634865247,11/11/2013,12/11/2013,Food and beverages,17.63,5,4.4075,92.5575,3/8/2019,15:27,Cash,41968270061
2637006256,10/24/2012,11/23/2012,Fashion accessories,52.42,3,7.863,165.123,2/27/2019,17:36,Ewallet,41967947976
2640415165,1/12/2013,2/11/2013,Food and beverages,98.79,3,14.8185,311.1885,2/23/2019,20:00,Ewallet,41972387809
2649653276,5/14/2012,6/13/2012,Electronic accessories,88.55,8,35.42,743.82,3/19/2019,15:29,Ewallet,41979487565
2652788570,11/2/2012,12/2/2012,Electronic accessories,55.67,2,5.567,116.907,3/27/2019,15:08,Ewallet,41975379976
2659238903,3/9/2013,4/8/2013,Food and beverages,72.52,8,29.008,609.168,3/30/2019,19:26,Credit card,41969051482
2666514859,8/27/2013,9/26/2013,Electronic accessories,12.05,5,3.0125,63.2625,2/16/2019,15:53,Ewallet,41984463315
2669865910,9/7/2013,10/7/2013,Home and lifestyle,19.36,9,8.712,182.952,1/18/2019,18:43,Ewallet,41968243169
2672884008,6/23/2013,7/23/2013,Health and beauty,70.21,6,21.063,442.323,3/30/2019,14:58,Cash,41972582702
2675977268,5/29/2013,6/28/2013,Fashion accessories,33.63,1,1.6815,35.3115,3/20/2019,19:55,Cash,41968378147
2677499546,10/13/2013,11/12/2013,Sports and travel,15.49,2,1.549,32.529,1/16/2019,15:10,Cash,41975341995
2680537112,12/31/2012,1/30/2013,Electronic accessories,24.74,10,12.37,259.77,2/24/2019,16:44,Cash,41971338055
2686795105,1/14/2013,2/13/2013,Electronic accessories,75.66,5,18.915,397.215,1/15/2019,18:22,Ewallet,41973572352
2690415975,7/20/2012,8/19/2012,Health and beauty,55.81,6,16.743,351.603,1/22/2019,11:52,Cash,41980314261
2691990675,5/1/2012,5/31/2012,Home and lifestyle,72.78,10,36.39,764.19,2/3/2019,17:24,Cash,21987528491
2693687613,11/6/2013,12/6/2013,Sports and travel,37.32,9,16.794,352.674,3/6/2019,15:31,Ewallet,21991687628
2694732247,3/18/2012,4/17/2012,Fashion accessories,60.18,4,12.036,252.756,2/16/2019,18:04,Credit card,21975079061
2698045799,3/26/2013,4/25/2013,Electronic accessories,15.69,3,2.3535,49.4235,3/14/2019,14:13,Credit card,21987878345
2699755955,6/22/2013,7/22/2013,Electronic accessories,99.69,1,4.9845,104.6745,2/27/2019,10:23,Credit card,21972554371
2702927066,5/14/2013,6/13/2013,Fashion accessories,88.15,3,13.2225,277.6725,1/18/2019,10:11,Ewallet,21976767744
2714712437,12/28/2012,1/27/2013,Sports and travel,27.93,5,6.9825,146.6325,1/29/2019,15:48,Cash,21968657864
2717531125,10/5/2012,11/4/2012,Fashion accessories,55.45,1,2.7725,58.2225,2/26/2019,17:46,Credit card,21991116206
2726493725,2/13/2013,3/15/2013,Sports and travel,42.97,3,6.4455,135.3555,2/3/2019,11:46,Cash,21994587572
2726898858,6/1/2013,7/1/2013,Sports and travel,17.14,7,5.999,125.979,1/16/2019,12:07,Credit card,21997376410
2732194894,6/9/2013,7/9/2013,Fashion accessories,58.75,6,17.625,370.125,3/24/2019,18:14,Credit card,21996544207
2739453651,9/14/2013,10/14/2013,Food and beverages,87.1,10,43.55,914.55,2/12/2019,14:45,Credit card,21982869205
2741619477,6/11/2013,7/11/2013,Sports and travel,98.8,2,9.88,207.48,2/21/2019,11:39,Cash,21212121212
2742482273,11/15/2012,12/15/2012,Fashion accessories,48.63,4,9.726,204.246,2/4/2019,15:44,Ewallet,10101010101
2744921812,8/20/2012,9/19/2012,Food and beverages,57.74,3,8.661,181.881,2/20/2019,13:06,Ewallet,21972165076
2745672878,11/14/2012,12/14/2012,Health and beauty,17.97,4,3.594,75.474,2/23/2019,20:43,Ewallet,21985236582
2746735879,3/25/2013,4/24/2013,Health and beauty,47.71,6,14.313,300.573,2/16/2019,14:19,Ewallet,21980586226
2748256708,3/25/2013,4/24/2013,Sports and travel,40.62,2,4.062,85.302,1/17/2019,10:01,Credit card,21982653813
2748334767,6/24/2013,7/24/2013,Fashion accessories,56.04,10,28.02,588.42,1/14/2019,19:30,Ewallet,21992361572
2752068327,7/23/2013,8/22/2013,Food and beverages,93.4,2,9.34,196.14,3/30/2019,16:34,Cash,21969317214
2757630472,4/28/2013,5/28/2013,Health and beauty,73.41,3,11.0115,231.2415,3/2/2019,13:10,Ewallet,21987679873
2758133753,6/12/2013,7/12/2013,Health and beauty,33.64,8,13.456,282.576,2/15/2019,17:10,Credit card,21971466716
2765073058,4/15/2013,5/15/2013,Electronic accessories,45.48,10,22.74,477.54,3/1/2019,10:22,Credit card,21972554371
